,Unnamed: 0,Unnamed: 0.1,org_sent,processed_sent,service,room,loc,prob_service,prob_room,prob_loc,pred_service,pred_room,pred_loc
296,296,296, everything was really nice.,everything was really nice,0.001,0.7904732227325441,0.001,0.9425299,0.95371425,0.9303152,0.001,0.7904732227325441,0.001
297,297,297,please fix the AC in the hallways!,please fix the ac in the hallways!,0.001,0.001,0.001,0.4719617,0.7027941,0.79417515,0.0,0.0,0.0
298,298,298,We really enjoyed our stay at The Milford.,we really enjoyed our stay at the milford,0.001,0.001,0.001,0.84381163,0.92687595,0.9351381,0.001,0.001,0.001
299,299,299,The stay was uneventful and pleasant.,the stay was uneventful and pleasant,0.5261157751083374,0.001,0.001,0.7386489,0.85977185,0.9267121,0.5261157751083374,0.001,0.001
300,300,300, all the rooms are small on NYC....,all the rooms are small on nyc,0.001,0.7221264243125916,0.001,0.85386145,0.8430182,0.877072,0.001,0.7221264243125916,0.001
301,301,301,"Although the rooms were small, we found we had everything we need and all the decor and fixtures were new, modern, and very much appreciated.","although the rooms were small, we found we had everything we need and all the decor and fixtures were new, modern, and very much appreciated",0.001,0.6362566351890564,0.001,0.8984888,0.9243431,0.9102876,0.001,0.6362566351890564,0.001
302,302,302,"We particularly liked the large TV, although allowing it to tilt or turn a bit would help that small room out a lot.","we particularly liked the large tv, although allowing it to tilt or turn a bit would help that small room out a lot",0.001,0.5497990250587463,0.001,0.824903,0.8092656,0.872785,0.001,0.5497990250587463,0.001
303,303,303,The updating was done with excellent taste and made us feel very comfortable.,the updating was done with excellent taste and made us feel very comfortable,0.3834973275661469,0.3396646082401276,0.001,0.95698273,0.9534195,0.9454024,0.3834973275661469,0.3396646082401276,0.001
304,304,304,We would suggest a little more sound proofing as we were awoken by sounds in the hall a few times.,we would suggest a little more sound proofing as we were awoken by sounds in the hall a few times,0.001,0.001,0.001,0.66442746,0.8111665,0.86167216,0.001,0.001,0.001
305,305,305,We would recommend this hotel to those who want a fantastic location and all the modern comforts of a hotel ,we would recommend this hotel to those who want a fantastic location and all the modern comforts of a hotel,0.001,0.001,0.001,0.9233686,0.98152745,0.94935066,0.001,0.001,0.001
306,306,306,When I was staying at the Milford hotel there was construction going on which was fine because where my room was it was very quiet.,when i was staying at the milford hotel there was construction going on which was fine because where my room was it was very quiet,0.001,0.3638554513454437,0.001,0.53018516,0.82439876,0.8927756,0.001,0.3638554513454437,0.001
307,307,307,I do have one complaint though.,i do have one complaint though,0.001,0.001,0.001,0.77341974,0.87281704,0.85036755,0.001,0.001,0.001
308,308,308,Every time I called the front desk there was no answer.. Every time!,every time i called the front desk there was no answer every time!,0.3048211336135864,0.001,0.001,0.64226127,0.7997422,0.8351139,0.3048211336135864,0.001,0.001
309,309,309, other than that I did enjoy the room and the theme.,other than that i did enjoy the room and the theme,0.001,0.29136359691619873,0.001,0.9466647,0.97601414,0.9547943,0.001,0.29136359691619873,0.001
310,310,310,Would be nice if you offered some smoking rooms,would be nice if you offered some smoking rooms,0.001,0.3800021409988403,0.001,0.8200091,0.8638059,0.8898448,0.001,0.3800021409988403,0.001
311,311,311,Horrible customer service,horrible customer service,0.7912867069244385,0.001,0.001,0.23609048,0.15939361,0.33112139,0.0,0.0,0.0
312,312,312,At 10am they had a fire drill woke us up !,at 10am they had a fire drill woke us up !,0.001,0.001,0.001,0.33072898,0.7042577,0.7955935,0.0,0.0,0.0
313,313,313,Please cancel my reservation,please cancel my reservation,0.4998418092727661,0.001,0.001,0.60387784,0.77928627,0.83637637,0.4998418092727661,0.001,0.001
314,314,314,Say there going too fix situation room was so hot and sent worker up too fix 1AM was in and out for hour and work up 7AM was so hot wasn't funny!!!,say there going too fix situation room was so hot and sent worker up too fix 1am was in and out for hour and work up 7am was so hot wasn't funny!!,0.001,0.001,0.001,0.13111803,0.42444536,0.35973263,0.0,0.0,0.0
315,315,315,Been there 4 or 5 times and would sleep in my car before ever staying there again..!,been there 4 or 5 times and would sleep in my car before ever staying there again!,0.001,0.001,0.001,0.70229995,0.85635746,0.871457,0.001,0.001,0.001
316,316,316,"Becareful if booking when you checkout because they charged for hotel fee, parking, ","becareful if booking when you checkout because they charged for hotel fee, parking,",0.001,0.001,0.2783128321170807,0.79803926,0.84374356,0.9207592,0.001,0.001,0.2783128321170807
317,317,317,Over last year manager has changed everytime checking in.,over last year manager has changed everytime checking in,0.001,0.001,0.001,0.7311467,0.6443315,0.8205067,0.001,0.001,0.001
318,318,318,Another party was complaining during checkout that room was dirty and had used condoms in drawer!!!,another party was complaining during checkout that room was dirty and had used condoms in drawer!!,0.001,0.001,0.001,0.04662758,0.19673696,0.3098255,0.0,0.0,0.0
319,319,319,Floor didn't look like it was cleaned.,floor didn't look like it was cleaned,0.001,0.6687260866165161,0.001,0.74107844,0.79371536,0.8508165,0.001,0.6687260866165161,0.001
320,320,320,The room was so cold and heater was not working.,the room was so cold and heater was not working,0.001,0.001,0.001,0.2782946,0.54860413,0.6624358,0.0,0.0,0.0
321,321,321,"After a guy fixed it, it made noisy sound throughout the night.","after a guy fixed it, it made noisy sound throughout the night",0.001,0.001,0.001,0.3134613,0.6629834,0.8051237,0.0,0.0,0.0
322,322,322, the staff was extremely rude when we called for a late check out!,the staff was extremely rude when we called for a late check out!,0.5300382375717163,0.001,0.001,0.031629145,0.091364026,0.31982365,0.0,0.0,0.0
323,323,323,She simple screamed NO and hung up.,she simple screamed no and hung up,0.5426321029663086,0.2911396324634552,0.001,0.92177844,0.90775216,0.92387456,0.5426321029663086,0.2911396324634552,0.001
324,324,324,It's a Monday how come we can't stay till 3?,it's a monday how come we can't stay till 3?,0.001,0.001,0.001,0.8145564,0.89616466,0.9120258,0.001,0.001,0.001
325,325,325,Check in is not till 4 and our flights not till tonight.,check in is not till 4 and our flights not till tonight,0.001,0.001,0.2724359929561615,0.87864125,0.9011463,0.92275834,0.001,0.001,0.2724359929561615
326,326,326,Nope they would not accommodate this.,nope they would not accommodate this,0.001,0.001,0.001,0.8751204,0.90199894,0.93592584,0.001,0.001,0.001
327,327,327,"Won't stay here again Oh yea an the resort fee is upwards $50, not worth it","won't stay here again oh yea an the resort fee is upwards $50, not worth it",0.001,0.001,0.001,0.5002036,0.7117419,0.8649376,0.001,0.001,0.001
328,328,328,I arrived in the evening time and the guy standing outside watching me take all of my bags out of my car including one that was completely ripped and he watch me walk all the way upstairs with them instead of offering me help.,i arrived in the evening time and the guy standing outside watching me take all of my bags out of my car including one that was completely ripped and he watch me walk all the way upstairs with them instead of offering me help,0.001,0.001,0.001,0.5555668,0.78221345,0.82045937,0.001,0.001,0.001
329,329,329,While I was checking out one of your hallway service people ask my wife if she was homeless.,while i was checking out one of your hallway service people ask my wife if she was homeless,0.001,0.001,0.001,0.22792381,0.3715456,0.609095,0.0,0.0,0.0
330,330,330,Some people just need to be better about people skills.,some people just need to be better about people skills,0.8609229326248169,0.001,0.001,0.59963226,0.7867116,0.82081735,0.8609229326248169,0.001,0.001
331,331,331,"Noticed our toilet making a loud noise hours after we had used it and a few minutes later there was sewage in our bath tub, so, needless to say we did not take a shower.","noticed our toilet making a loud noise hours after we had used it and a few minutes later there was sewage in our bath tub, so, needless to say we did not take a shower",0.001,0.001,0.001,0.18287128,0.549146,0.60106224,0.0,0.0,0.0
332,332,332,"The room also, was not cleaned well and their was dust and dirt everywhere.","the room also, was not cleaned well and their was dust and dirt everywhere",0.001,0.3246226012706757,0.001,0.09295258,0.39272928,0.5193742,0.0,0.0,0.0
333,333,333,The rooms are also the smallest hotel rooms I have ever seen and finding your room is a feat.,the rooms are also the smallest hotel rooms i have ever seen and finding your room is a feat,0.001,0.4359691441059113,0.001,0.9493278,0.9418934,0.9384476,0.001,0.4359691441059113,0.001
334,334,334,"Very dirty, lobby, rooms, furnature was old and worn.Elevator was suppose to be being checked and would be down 5 mins.","very dirty, lobby, rooms, furnature was old and wornelevator was suppose to be being checked and would be down 5 mins",0.001,0.3710597455501557,0.001,0.20983171,0.5856901,0.68508494,0.0,0.0,0.0
335,335,335,"thirty minutes later it was still down, we had to ride a service elevator that stopped at every floor.","thirty minutes later it was still down, we had to ride a service elevator that stopped at every floor",0.001,0.001,0.21126915514469147,0.60025364,0.72958666,0.79741913,0.001,0.001,0.21126915514469147
336,336,336,This made us miss the first thirty minutes of show.,this made us miss the first thirty minutes of show,0.5373184084892273,0.001,0.001,0.8737082,0.87338877,0.8839734,0.5373184084892273,0.001,0.001
337,337,337,"By the time we arrived on the lobby floor from service elevator, my make up was running off my face, and our clothes was wet!","by the time we arrived on the lobby floor from service elevator, my make up was running off my face, and our clothes was wet!",0.001,0.001,0.001,0.68492043,0.8394129,0.8567383,0.001,0.001,0.001
338,338,338,"This hotel is worst than a one star hotel, rooms are very small, behind the bed and night stand was very dirty, bathroom is very outdated, plus they changed you 30 dollars + tax per day for wifi and phone use, mandatory, I will never use this hotel again, Luis Portal","this hotel is worst than a one star hotel, rooms are very small, behind the bed and night stand was very dirty, bathroom is very outdated, plus they changed you 30 dollars + tax per day for wifi and phone use, mandatory, i will never use this hotel again, luis portal",0.001,0.001,0.001,0.20343357,0.42333597,0.4500875,0.0,0.0,0.0
339,339,339,The housekeeper kept harassing us since 9 am trying to rush rooms cleaned when check out us at 12 !,the housekeeper kept harassing us since 9 am trying to rush rooms cleaned when check out us at 12 !,0.001,0.001,0.001,0.47249913,0.59992933,0.80077887,0.0,0.0,0.0
340,340,340,"Knocking on the door at 9 Am after I just told her I'm leaving at check out time , then giving me attitude pointing at her watch like hurry up ..never again ..","knocking on the door at 9 am after i just told her i'm leaving at check out time , then giving me attitude pointing at her watch like hurry up never again ",0.001,0.001,0.001,0.23433405,0.39425665,0.6392355,0.0,0.0,0.0
341,341,341,Groupon is a rip-off and this hotel is absolutely horrible!!!!,groupon is a rip-off and this hotel is absolutely horrible!!!,0.001,0.001,0.001,0.95068306,0.9605392,0.9619508,0.001,0.001,0.001
342,342,342,They put me in the wrong room and when they tried to give me another room for the inconvenience there was someone already staying there.,they put me in the wrong room and when they tried to give me another room for the inconvenience there was someone already staying there,0.001,0.001,0.001,0.12687305,0.49024454,0.58281165,0.0,0.0,0.0
343,343,343,They blamed Groupon for sending the wrong room information ,they blamed groupon for sending the wrong room information,0.001,0.001,0.001,0.5709936,0.56958103,0.8102021,0.001,0.001,0.001
344,344,344, l never experienced a hotel more disorganized than this.,l never experienced a hotel more disorganized than this,0.001,0.001,0.001,0.15232545,0.6036445,0.73772395,0.0,0.0,0.0
345,345,345,The room was tiny with a small little window facing an old dirty generator.,the room was tiny with a small little window facing an old dirty generator,0.001,0.6470217108726501,0.001,0.082244456,0.47861475,0.296829,0.0,0.0,0.0
346,346,346,The room smacked us in the face with the smell of mildew.,the room smacked us in the face with the smell of mildew,0.001,0.4753914177417755,0.001,0.56821513,0.6393417,0.6797706,0.001,0.4753914177417755,0.001
347,347,347,There minimalist style was taken a little far when my husband and I were given 1 towel to wash with and a TV w/ no remote.,there minimalist style was taken a little far when my husband and i were given 1 towel to wash with and a tv w/ no remote,0.001,0.44033437967300415,0.001,0.682163,0.7241224,0.776677,0.001,0.44033437967300415,0.001
348,348,348,I figure they felt the room was so small we could change the channel from our bed.,i figure they felt the room was so small we could change the channel from our bed,0.001,0.5336465835571289,0.001,0.45618957,0.6896711,0.73479515,0.0,0.0,0.0
349,349,349,The room was exceedingly small.,the room was exceedingly small,0.2910215258598328,0.5424699187278748,0.001,0.90231884,0.92004263,0.9224446,0.2910215258598328,0.5424699187278748,0.001
350,350,350,The bed was in an awkward position that makes it impossible for the second person to get up without rolling on top of the first person or risk walking into the TV.,the bed was in an awkward position that makes it impossible for the second person to get up without rolling on top of the first person or risk walking into the tv,0.001,0.001,0.001,0.2616977,0.61721146,0.7645848,0.0,0.0,0.0
351,351,351,I never took my shoes off except to bathe.,i never took my shoes off except to bathe,0.001,0.001,0.001,0.10909107,0.40523773,0.6577612,0.0,0.0,0.0
352,352,352,Fortunately it was only 1 night.,fortunately it was only 1 night,0.001,0.001,0.001,0.8659847,0.89842474,0.91233045,0.001,0.001,0.001
353,353,353,Would absolutely never recommend it.,would absolutely never recommend it,0.001,0.001,0.001,0.1777328,0.7449797,0.9379097,0.0,0.0,0.0
354,354,354,"The hotel had my reservation under my email so around 11:30pm, the hotel decided they needed to dispatch security who was beating on my door demanding my name and refused to show any ID.","the hotel had my reservation under my email so around 11:30pm, the hotel decided they needed to dispatch security who was beating on my door demanding my name and refused to show any id",0.4674082696437836,0.001,0.001,0.79185873,0.6437542,0.8948599,0.4674082696437836,0.001,0.001
355,355,355,They later called up until 1am for my credit card info again.,they later called up until 1am for my credit card info again,0.001,0.001,0.001,0.35248268,0.55031455,0.7343829,0.0,0.0,0.0
356,356,356,Room was ridiculously small.,room was ridiculously small,0.29153212904930115,0.5420778393745422,0.001,0.56177115,0.8007612,0.8271298,0.29153212904930115,0.5420778393745422,0.001
357,357,357,To top it all off I was not refunded any money paid for the deluxe room .,to top it all off i was not refunded any money paid for the deluxe room ,0.001,0.001,0.001,0.8959158,0.96784806,0.9368439,0.001,0.001,0.001
358,358,358,"Over priced, hidden fees, small rooms, mediocre staff.","over priced, hidden fees, small rooms, mediocre staff",0.2708001136779785,0.3956329822540283,0.001,0.1820536,0.58710694,0.7097844,0.0,0.0,0.0
359,359,359,"the rooms look as though they were cut in half, 4 elevators were not working had to wait over 20mins to get on an elevator, also were not able to check in until 4:00pm and were asked to check out at 12:00pm losing approximately 4hrs.","the rooms look as though they were cut in half, 4 elevators were not working had to wait over 20mins to get on an elevator, also were not able to check in until 4:00pm and were asked to check out at 12:00pm losing approximately 4hrs",0.001,0.001,0.001,0.353812,0.5703477,0.6737186,0.0,0.0,0.0
360,360,360,"Bad experience Groupon according to the hotel over sold there allotted block of rooms causing my room to be downgraded and me and my fiancé having to sleep in separate twin beds, I paid for a deluxe room with a city view and what I received was a room in the back of nowhere with 2 twin beds ruined our weekend","bad experience groupon according to the hotel over sold there allotted block of rooms causing my room to be downgraded and me and my fiancé having to sleep in separate twin beds, i paid for a deluxe room with a city view and what i received was a room in the back of nowhere with 2 twin beds ruined our weekend",0.001,0.3491825461387634,0.001,0.8544671,0.9075304,0.91296685,0.001,0.3491825461387634,0.001
361,361,361,i actually love the hotel ,i actually love the hotel,0.001,0.001,0.001,0.95983005,0.9768468,0.9519546,0.001,0.001,0.001
362,362,362, on this trip we got there and were told they were booked and i couldnt stay there meanwhile i made these reservation over three months ago.,on this trip we got there and were told they were booked and i couldnt stay there meanwhile i made these reservation over three months ago,0.001,0.001,0.001,0.6274841,0.89792204,0.9260043,0.001,0.001,0.001
363,363,363,When I arrived at the hotel after parking my vehicle the hotel informed me that they were overbooked and I did not have a room there.,when i arrived at the hotel after parking my vehicle the hotel informed me that they were overbooked and i did not have a room there,0.001,0.001,0.27424106001853943,0.7590889,0.71848387,0.8418998,0.001,0.001,0.27424106001853943
364,364,364,They informed me I was being relocated to the Stewart Hotel.,they informed me i was being relocated to the stewart hotel,0.001,0.3889756500720978,0.001,0.7278369,0.8551246,0.9326236,0.001,0.3889756500720978,0.001
365,365,365,"This hotel was 10 block away, I had to walk with my luggage to the new location.","this hotel was 10 block away, i had to walk with my luggage to the new location",0.001,0.001,0.6402671933174133,0.9366774,0.89860535,0.91706336,0.001,0.001,0.6402671933174133
366,366,366,While the Stewart Hotel was nice this was not in the area I wanted to stay.,while the stewart hotel was nice this was not in the area i wanted to stay,0.001,0.001,0.001,0.8048022,0.9527384,0.92832303,0.001,0.001,0.001
367,367,367,I would not have booked this trip if I knew I was being relocated to a different hotel.,i would not have booked this trip if i knew i was being relocated to a different hotel,0.001,0.001,0.001,0.5959556,0.8210298,0.87176657,0.001,0.001,0.001
368,368,368,"ROW NYC also should have informed me prior to my arrival that they were over booked, they also offered nothing for this inconvenience.","row nyc also should have informed me prior to my arrival that they were over booked, they also offered nothing for this inconvenience",0.001,0.001,0.001,0.69778657,0.84728616,0.9153179,0.001,0.001,0.001
369,369,369,I'd love to be able to review this ,i'd love to be able to review this,0.001,0.001,0.001,0.9817904,0.9897954,0.9808456,0.001,0.001,0.001
370,370,370,"After a 6 hr flight to get here, we were sent packing to another hotel.","after a 6 hr flight to get here, we were sent packing to another hotel",0.001,0.001,0.001,0.49851948,0.7944403,0.7875657,0.0,0.0,0.0
371,371,371,Our friends did stay her (which split up our party).,our friends did stay her (which split up our party),0.001,0.001,0.001,0.763293,0.87059796,0.90732336,0.001,0.001,0.001
372,372,372,It was one of the worst days of my entire life never have I felt so comfortable in the lobby know for over two hours everything was out-of-control they gave me a double bed instead of a queen size bed everything is well no one could follow instructions,it was one of the worst days of my entire life never have i felt so comfortable in the lobby know for over two hours everything was out-of-control they gave me a double bed instead of a queen size bed everything is well no one could follow instructions,0.001,0.3715606331825256,0.001,0.37853473,0.7335773,0.8792025,0.0,0.0,0.0
373,373,373,It was the worst day of my entire life never ever what I ask anyone or tell anybody over for anybody to this hotel they had me in the hallway for over two hours,it was the worst day of my entire life never ever what i ask anyone or tell anybody over for anybody to this hotel they had me in the hallway for over two hours,0.001,0.001,0.001,0.13172862,0.17083561,0.22414562,0.0,0.0,0.0
374,374,374,It was very dirty and poorly maintained.,it was very dirty and poorly maintained,0.001,0.7921622991561891,0.001,0.01506421,0.16410133,0.3005535,0.0,0.0,0.0
375,375,375,There was dry paint all over the room.,there was dry paint all over the room,0.001,0.5422029495239258,0.001,0.15474993,0.5042372,0.6586769,0.0,0.0,0.0
376,376,376,The corners of the room were not clean and the bathroom window had mold all over it.,the corners of the room were not clean and the bathroom window had mold all over it,0.001,0.6446406841278076,0.001,0.20024866,0.50941837,0.50029635,0.0,0.0,0.0
377,377,377,Also the common areas weren't that great either.,also the common areas weren't that great either,0.001,0.001,0.001,0.92961586,0.96691966,0.9250479,0.001,0.001,0.001
378,378,378,Rude staff To hot in room no control over heat,rude staff to hot in room no control over heat,0.001,0.5278918147087097,0.001,0.51080596,0.68684584,0.7285303,0.001,0.5278918147087097,0.001
379,379,379,I paid for a queen and received a full and group on says too bad.,i paid for a queen and received a full and group on says too bad,0.001,0.001,0.001,0.8580599,0.87872183,0.9067738,0.001,0.001,0.001
380,380,380,BEWARE AND USE PRICELINE.,beware and use priceline,0.001,0.001,0.001,0.8659847,0.89842474,0.91233045,0.001,0.001,0.001
381,381,381,We were very disappointed with both the service & the room here.,we were very disappointed with both the service & the room here,0.001,0.2913254201412201,0.001,0.15573683,0.26157978,0.50427854,0.0,0.0,0.0
382,382,382,"We arrived early, at 9 am, so the receptionist told us that we would receive an email when our room was ready.","we arrived early, at 9 am, so the receptionist told us that we would receive an email when our room was ready",0.001,0.001,0.001,0.30757004,0.413808,0.63222015,0.0,0.0,0.0
383,383,383,"After finally getting into our room, it was nothing as described, dirty, moldy and much smaller than it appeared in pictures.","after finally getting into our room, it was nothing as described, dirty, moldy and much smaller than it appeared in pictures",0.001,0.5039408802986145,0.001,0.09706661,0.40076715,0.5326609,0.0,0.0,0.0
384,384,384,"Room was very small, not overly clean,outdated and loud","room was very small, not overly clean,outdated and loud",0.001,0.38919752836227417,0.001,0.3189835,0.5160087,0.71605694,0.0,0.0,0.0
385,385,385,Very busy lobby Room could use some dusting Small room Good location & nice little food court next to it,very busy lobby room could use some dusting small room good location & nice little food court next to it,0.001,0.299235463142395,0.3005896210670471,0.74050295,0.8847955,0.8882613,0.001,0.299235463142395,0.3005896210670471
386,386,386,The only advantage of this hotel is the location..,the only advantage of this hotel is the location,0.001,0.001,0.5407547354698181,0.9239348,0.9396989,0.9371587,0.001,0.001,0.5407547354698181
387,387,387,"The room was small, dirty and the so called city view was just not existed!!","the room was small, dirty and the so called city view was just not existed!",0.001,0.5707083940505981,0.001,0.100470334,0.23729157,0.58674717,0.0,0.0,0.0
388,388,388,"Furthermore, the window didn't close how it should be so it was very loud during the whole night!","furthermore, the window didn't close how it should be so it was very loud during the whole night!",0.001,0.001,0.001,0.5067641,0.71628046,0.7898774,0.001,0.001,0.001
389,389,389,I was convinced by my friend who I was traveling with to book this place and I ended up regretting it.,i was convinced by my friend who i was traveling with to book this place and i ended up regretting it,0.001,0.001,0.001,0.49831513,0.8683872,0.9259969,0.0,0.0,0.0
390,390,390,I recommend booking a room further out from Times Square.,i recommend booking a room further out from times square,0.001,0.001,0.001,0.8732425,0.8729788,0.91230905,0.001,0.001,0.001
391,391,391,Found roaches in the room.,found roaches in the room,0.001,0.001,0.001,0.8659848,0.89842474,0.91233045,0.001,0.001,0.001
392,392,392,Much better places to stay around Times Square at the same price or better.,much better places to stay around times square at the same price or better,0.001,0.001,0.001,0.30898866,0.79093766,0.85135484,0.0,0.0,0.0
393,393,393,Didn't even vaguely conform to description.,didn't even vaguely conform to description,0.001,0.2735886871814728,0.001,0.47972772,0.6449634,0.8515263,0.0,0.0,0.0
394,394,394,Tiny overpriced room,tiny overpriced room,0.001,0.001,0.001,0.2029679,0.55134374,0.7233049,0.0,0.0,0.0
395,395,395,It was hot and musty in the hallways,it was hot and musty in the hallways,0.001,0.001,0.001,0.4137656,0.66471165,0.7089647,0.0,0.0,0.0
